1.463460758671796924e+00,1.242390411128175831e-01,7.191396652291156544e-01,3.222042394076232164e-01,1.293200695110476861e-01,5.904551872822794145e-02,9.630040181943012589e-01,2.815611248745637507e-01,1.806110502975742937e-01,2.974585166883847442e-01,9.784816056779572779e-01,8.439127544019047189e-01,7.683753028227100490e-01,8.801349067580467311e-01,1.431437215925881468e-01,9.212019546834049333e-02,2.947515216786092962e-01,7.929031849937732135e-01,1.939857413969167110e-01,9.023411203711551032e-02,8.554172382899986049e-01,3.463495778088687693e-02,7.000984219840807876e-01,7.674815193968370641e-01,7.694357063249459561e-01
7.507202907342096498e-01,4.043603793640982991e-01,6.839067215874587990e-01,3.922403289854761166e-01,4.840364484756773944e-01,4.536856569447309528e-01,9.135636409131705493e-01,8.162873708140323536e-01,2.356075807329006677e-01,9.902159142183519780e-01,3.737668048663685960e-01,9.851806056386979149e-01,1.880699464934625365e-01,5.581243024205613246e-01,9.224018394154149814e-01,5.258018512588983340e-01,3.427854734404767179e-01,3.284929204334302577e-02,1.275265969293072343e-01,6.651787859391300461e-02,8.100870732886424896e-01,3.817385438556070154e-01,6.922677900223289660e-01,4.633112417760533175e-01,2.815296847522582580e-01
3.688417435606741179e-01,-5.873949108829074062e-02,1.811792326633293593e-01,8.257806398202212073e-01,7.345024776909540032e-01,3.917841984294427315e-01,7.178641867333929172e-01,6.051323705758110405e-01,3.666562218524597738e-01,3.084324738876826899e-01,7.480927881524551681e-01,4.419111073960177993e-01,8.693426511678640223e-01,5.944791013596689710e-01,8.680442821979933443e-01,6.066582570320313561e-01,9.042256885591032356e-02,3.959159107053192850e-01,9.749236910772166587e-01,6.071380324237850568e-01,7.145784387776811242e-01,2.711311175269462970e-01,2.883820441324449479e-01,1.381120265838986505e-02,1.995942160986966529e-01
6.592458214904148850e-01,6.217653868776695791e-02,9.698784269340863240e-01,4.043128482517147626e-01,5.210287043734970203e-01,7.142025010428676435e-01,2.525483997431345329e-01,1.172059423984842530e-01,4.454782435834640508e-01,2.740251512889300134e-01,1.494636978909042790e+00,4.972562907478285110e-01,3.307558486442443435e-01,2.950697715424777101e-03,1.380103056704429232e-02,8.263405992394029509e-01,3.747140333466328910e-01,3.796443602854664423e-01,6.194582860973200100e-01,5.500163774831943186e-01,9.573206402155407524e-01,4.379144401686956289e-01,8.304604575276959277e-01,9.639403027182352757e-01,2.222125722994743313e-01
5.267476216960382818e-01,1.042288634242655165e-01,4.441374363452409435e-01,3.428481046871961757e-01,7.148457897654932891e-01,6.089613948280322431e-01,3.398483535004968026e-01,3.445135037448662230e-01,5.126475438858484335e-01,6.839401770436601691e-01,6.117180297273495659e-01,5.841860744348222889e-01,5.055639348149121304e-01,6.274988677857652464e-01,9.846690961548514309e-01,7.295958924194285711e-01,2.088177332356578875e-01,1.447602960442001541e-02,6.146921121480630745e-02,6.247464476096631358e-01,6.246815049814721243e-01,8.232586509101131877e-01,9.376564818427665093e-01,2.900385683061663666e-01,1.445482265273315914e+00
7.286463713060263858e-01,5.558376540383331843e-01,3.544722608855571666e-01,3.868582890704169719e-01,9.964106301351925987e-01,2.598349649552011975e-02,5.293251884359401194e-01,6.893938902389173951e-01,8.258837105451758420e-01,1.544061444643650693e-01,7.846481846427612039e-01,1.016793434176804567e+00,1.190943363592973370e+00,7.867419787188207891e-01,6.112573620943992925e-01,3.473008540199622463e-01,2.604871487770058502e-01,8.345643017474041470e-01,8.119614083630086743e-01,6.514092660741476193e-01,2.331125511291631813e-01,1.828016173705040437e-01,6.292662325566640291e-01,8.502687153637038531e-01,4.668919798676063326e-02
1.582630108813398717e-01,1.843162071084037956e-01,7.936649281388540311e-01,2.498082414777690330e-01,3.509333014470938927e-02,5.604497906877183855e-01,6.461827009313859671e-01,4.056433192158631629e-01,1.282094995723370712e-01,9.311824766636641604e-01,5.185442768318029305e-01,3.487427358066216287e-01,7.631079896819159547e-01,8.839319888460348551e-01,2.130183339863822578e-01,2.710459945145927696e-01,8.636711672153307706e-02,4.219594335695869836e-01,6.603275961206275246e-01,1.600418169783239808e-01,5.054348395297785235e-01,3.177134406351637130e-01,3.166172324812444039e-02,5.822478239043434867e-01,1.409418712669674445e-01
2.614798371675343125e-01,3.629246938418873580e-01,1.040678545241768838e-01,8.764558555050494526e-02,1.496580547922821358e+00,5.458873077815118435e-02,2.194386002198657204e-01,4.638007905415773013e-01,7.193606400146420610e-01,9.288009668242929173e-01,3.067775178252394319e-01,5.676431310029981248e-01,4.559296584798048224e-01,2.594022994255714698e-01,4.059479922829005716e-01,7.423716318492745714e-01,2.536977585495775456e-01,1.478331264082629604e+00,1.552403460785380940e-01,4.541082661397433107e-02,5.580345811610031292e-01,-1.901591956829793983e-01,6.457133188008584712e-01,1.088735136159544314e-01,5.210375591472529155e-01
6.278670472789027457e-01,4.144109783611488185e-01,6.269354003956892907e-01,8.019915056638777795e-01,3.938299404180556351e-01,2.025412760420394198e-01,3.635654674557523558e-01,3.376195241343710185e-01,6.660997314126571034e-02,1.143704864515068254e-01,2.967425548592944606e-01,6.642131519874938661e-02,8.352157669873064849e-01,1.635993538335792641e-01,6.832852131778146543e-01,5.971698381823065116e-02,1.697898042752182812e-01,1.101138716191575329e-01,3.028587825186056515e-01,1.399520386540541450e-01,6.782528838903600921e-01,5.750284645877447032e-01,1.900938179969968722e-02,9.055708062865485131e-01,8.024381934618269874e-01
1.140187820061222546e+00,6.812971662105981041e-01,9.287635421560860305e-01,3.394025149446084910e-01,3.786610954151786723e-01,7.498928674643545733e-01,7.884762345365858849e-02,6.826238696933708550e-01,1.189826341955639299e-01,-3.017052357373979921e-01,6.372053543987256097e-01,2.898540418402069108e-01,1.020935849024043884e-01,4.835332623133841157e-01,1.500273682432530231e-01,1.443510267391178159e-01,1.477611928212090309e-01,8.015425376545165514e-02,3.763208296877595949e-03,9.410170543944094135e-01,6.656806417898410988e-01,7.167759813552935233e-01,9.833155467755919643e-01,7.104418368102496384e-01,1.675445880337430582e-01
1.665576268369458601e-01,7.866971655918110207e-01,5.555289209066458511e-01,8.153376823075655366e-01,8.516498894572893663e-01,6.848677496899771011e-01,7.271223026133283307e-01,2.765985246826454524e-01,2.385177117136066949e-01,2.581590097136349238e-01,5.156273410853163819e-01,1.905925223313044148e-01,3.528719906768518211e-02,9.568414359423002002e-01,3.081769331674015788e-01,9.737774260429884476e-01,7.611663260845346057e-01,4.619333728057042343e-01,7.311915201389360686e-01,3.325777053975552677e-01,7.096605887845489624e-01,2.050181714586610804e-01,6.798259460981784796e-01,9.469537217035571830e-01,4.594141514108180946e-01
5.261907130839748037e-01,9.800939639826375949e-01,1.568294971929233839e-01,4.157850940113603233e-01,6.191022273674262610e-01,2.463695807442738417e-01,7.881584722861778580e-01,1.073650941012938009e-02,9.009969941755694434e-01,2.607031797451090371e-01,9.418878813790931837e-02,2.821142760130983529e-01,1.626175238348120944e-01,8.279693676239211486e-01,9.721977709181881533e-01,8.357433701571226337e-01,3.405010515556569084e-01,7.620372416543808036e-01,5.251508431863782800e-01,3.496052210373433722e-01,6.016242409476068032e-01,8.150413291979996533e-02,1.460541868721488834e-01,7.932037335678122636e-01,5.912354807495274756e-01
9.066280559160599939e-02,5.546022984253519139e-01,5.512647016791133447e-01,2.534549310293527924e-01,9.272955518777045159e-01,4.984186079506778277e-01,3.130653671168578400e-01,8.000783270158685623e-01,8.864222145407214537e-01,2.408163912228892256e-01,1.062939001001884654e-01,5.354007798950586317e-01,6.091672086348663973e-01,3.652322829556954309e-01,2.536894012679082877e-01,4.647729480813357350e-01,3.246929529953541671e-01,5.072482861863236714e-03,8.157233209347589664e-01,4.792891476936389505e-02,7.326105878903099722e-02,3.327301951497487753e-01,3.778178470880193540e-01,1.101199434726090054e-01,1.198219187369273797e-01
2.658633430692015631e-01,3.570341627719099131e-01,5.195056260813337712e-01,5.886445371216061373e-01,9.076040072142833592e-01,3.895670958462619238e-01,2.090681851511388967e-02,6.604791703023238369e-01,7.963360012296899493e-01,3.363543839358191789e-01,8.275954062023224145e-01,9.594835197945782435e-01,1.960196303087432534e-01,4.844303099232140086e-01,3.528682934199889321e-01,9.161380046845589709e-01,6.367194091357679664e-01,1.155541461084670374e-01,2.675959401086824840e-01,9.802150334659749387e-01,6.540717072623382089e-01,7.271989695034920542e-01,9.486793171985459239e-01,3.814903739133364002e-01,4.357919110914313388e-01
3.315077657522014221e-02,2.745604266332459797e-01,8.932158445906749344e-01,5.330778678993870479e-01,9.196516798058319564e-01,2.425368745373805979e-01,8.210204796828168838e-02,4.092227822775578172e-01,9.418084481287928300e-01,1.314267006241062186e-01,5.020873389337097148e-01,4.511676618613502665e-01,5.216885034070544158e-01,8.675616586769182570e-01,8.182698835637131074e-01,5.813543813860165832e-01,9.975121510036747408e-01,5.892867673144184248e-01,7.445612798269084509e-01,1.442449046113721822e-01,4.797167078528241646e-01,8.043187228472595818e-01,2.146092936837707965e-01,2.811785113557010440e-01,4.739986871074537422e-01
3.805051675284728541e-01,9.172367254876900855e-01,9.168695782735929445e-01,1.536714639945567784e-01,4.452536238521671574e-01,3.853998808454933700e-01,2.165080804031624950e-01,8.004343695433442374e-01,7.059084706731773018e-01,5.851950699258665622e-01,5.985700727504674745e-01,9.307542316595835974e-01,4.526853370913428432e-01,5.318500247571860129e-01,2.508983144572236590e-01,3.393247168137595304e-01,6.512399657677299114e-01,2.645088253554758184e-01,6.037449082025376779e-01,2.196531249179246581e-01,9.652209872668988666e-01,9.690608816177814777e-02,5.075625494636432089e-01,8.325108749930505425e-01,4.471669517054155385e-02
3.029357755192366719e-01,6.950413235639177900e-01,6.447055381736508384e-01,1.962804208957185104e-01,8.970090337216843901e-01,1.650467739651115817e-01,8.460807692908165478e-01,3.891360512129015126e-01,6.429572124496168994e-01,6.275070163419620428e-01,5.392909801160621353e-01,7.131778065838468850e-01,7.479396862860243633e-02,5.380193546184298681e-01,6.918940174962048273e-01,1.429580480981752499e-01,7.600162592181276544e-01,4.251130870880703849e-02,9.332655255999533495e-01,3.330070198112824453e-01,8.874840303652310469e-01,4.032218268776366354e-02,3.879237945418689826e-02,6.350517218008538967e-01,7.856572036796671821e-02
6.431640458900781399e-01,4.481467234419557188e-01,4.081068635695725977e-01,5.154028581455272207e-01,7.104970232220356730e-01,7.337185180649764549e-01,1.271525907852388837e-02,9.204081774698714691e-01,2.523590657261159942e-01,3.387818509757366536e-01,1.767014658949475070e-01,7.333698547592021333e-01,6.495711552463213634e-01,5.507206711740597616e-01,9.788606563298184460e-01,5.956200925141230673e-02,4.983786142472320657e-01,5.850526011512178215e-01,3.011702218190095426e-01,8.154333012070240638e-01,2.304671077603213103e-01,5.920159946095261416e-01,6.053363900548450749e-01,5.117849199240795954e-01,9.699617346756628233e-01
7.011650115954159990e-01,9.093447690363866132e-01,5.061719289349305706e-01,5.167925515482744148e-01,9.136700769901333619e-01,4.802536085681735623e-01,5.142545640762633541e-01,9.099939178619749214e-01,3.894593366418134250e-01,1.603019780158392305e-01,7.249102726890932491e-01,2.564590295996900249e-01,5.327781941124102305e-01,2.382257855213762987e-01,9.271315320378451519e-01,7.459459962472485550e-01,3.050426158222581119e-01,2.151924775596628647e-01,4.223818542561785794e-01,7.962743086097120448e-01,1.064405434011292950e-01,7.253490973257278318e-01,5.408684314498073409e-01,4.780014536768547595e-01,7.217553693885747634e-02
9.456454062382391168e-02,5.826360154250262990e-01,3.405548545604306643e-01,6.627823679343456398e-01,9.183290056272007673e-01,2.093907368387541990e-01,6.466719477510796121e-01,1.334844856435901672e-01,3.823432508674858843e-01,1.120700151026182700e-01,8.084706325820757433e-01,9.918675435385999606e-01,1.781867296712739135e-01,5.308683729753993497e-02,9.598310971582830753e-01,4.028780414500487961e-01,5.247712903672238083e-01,8.418461620018110603e-01,6.860167748447567604e-01,5.848728782328798115e-01,4.947946238187377332e-01,7.532206068322337966e-01,6.274758807990963305e-01,3.781285022247815597e-02,4.463471554189181179e-01
